claim_id,claim,status,location,dependencies,script,external_data,supersedes,canonical_status,active
GATE.UWALL.04,"(U_wall) harmonic metric = FINITE linear algebra, NOT a transcendental Hitchin PDE: polystable point is unitary (Mehta-Seshadri) => Phi=0, harmonic metric = constant invariant form H. Explicit bundle: raw M_k non-unitary (||M^dag M-I||~0.83) but UNIQUE invariant Hermitian form H (null dim 1) is POSITIVE-DEFINITE => unitarisable; unitarised M~_k=H^{1/2}M_k H^{-1/2} unitary (1e-8), cusp class, prod=I, clean elements {0,1/2,1/sqrt2}. So v31 'transcendental Hitchin' applies only to generic Higgs locus; at the selected point R(rho) reduces to finite unitarisation + combinatorial R (closed). RESIDUAL: final c_u/c_d needs the quark leg/hexagon-site composition; not fabricated",Numerical (Hitchin reduced to finite),tfpt_research_contracts,GATE.UWALL.03; v31; v33; Mehta-Seshadri,v40_harmonic_metric.py,-,,Numerical (Hitchin reduced to finite),true
GATE.UWALL.05,"(U_wall) FINAL leg-assignment test (honest result): (i) delta=1/2 resolvent reproduces lepton c=(16/7,4/3,7/6) exactly => Lambda=(0.475,1.107,0.917); (ii) Lambda_mu=1.107>1 RULES OUT amplitudes=unitary holonomy moduli (modulus bound); (iii) SUGGESTIVE: harmonic-frame |diag M~_0|=(0,1/2,1/2), the 1/2 = delta=1/2 => geometry supplies delta (point observation, genericity future); (iv) CLEAN NEGATIVE: (I-1/2 M~)^-1 != amplitude vector. VERDICT: amplitudes are the combinatorial delta=1/2 resolvent; holonomy supplies delta+leg not magnitude; c_u/c_d NOT obtained from holonomy alone (no fabrication)",Numerical (honest negative + suggestive link),tfpt_research_contracts,GATE.UWALL.04; v20; v40,v41_leg_assignment.py,PDG lepton ratios,,Numerical (honest negative + suggestive link),true
GATE.UWALL.06,"EXTERIOR LEG LEMMA (re-types the v41 negative as a category error): u,d share hexagon-radial (r,w)=(1,1) and the C6 resolvent reads only (r,w) => ANY scalar leg gives c_u/c_d=1 identically (scalar sees radius not orientation). The u/d split is the smallest non-scalar invariant = exterior square Lambda^2 F = oriented anchor-plane area Pl_{1,a}(K). The '11' is GENERATED: (K,1,a)->B_K=[[13,8,4],[18,11,6]]->Pl(K)=(-1,6,4)=(-N_Phi,|R+A3|,|mu4|)->||Pl(K)||_1=11. c_u/c_d=g_car*||Pl(K)||_1/(N_fam^2 Delta_Q)=55/117 [I]; anchor microcode e2(a)(p3+1)/(p0^2(2p2+1)). TYPING: [I] Plucker/microcode identities; [P] physical C_ud(rho*)=Lambda^2 F readout needs finite U_f* selection on Lambda^2 F. Residual re-typed: 'find scalar y' -> 'show U_f* induces anchor-plane readout on Lambda^2 F'",Identity [I] + Physical [P],tfpt_research_contracts;tfpt_2,GATE.UWALL.05; FLAV.PLUCKER.01; v37,v42_exterior_leg.py,-,,Identity [I] + Physical [P],true
FLAV.RIGID.01,"Readout Rigidity (Theorem U2): c_u/c_d is CONSTANT on the discrete selector stratum S_{8,Q}={det R=8, SNF(R)=(1,1,8), Spec(Q+)={1,2,3}}, independent of the continuous D4 position => c_u/c_d=55/117 needs NO point-uniqueness. (U_wall) splits into U_unitary (v40, Phi=0 finite) + U_H2 (v39, R/Q/K from bundle) + U_Lambda2 (v42/v45, exterior Plucker 55/117) + U_point (open, only for full U_f* matrix). D4 fixes the chamber, selectors cut the point. The flavor bridge is a finite exterior readout-rigidity theorem, NOT a PDE gate",Identity [I] (rigidity) + [A] (U_point),tfpt_research_contracts,GATE.UWALL.03; v39; v40; v42,v49_readout_rigidity.py,-,FLAV.UGATE.01;GATE.UWALL.01;GATE.RU.01;CONTRACT.U.01,Identity [I] (rigidity) + [A] (U_point),true
FLAV.QGEO.02,"Q geometry (Theorem Q): Sigma-split Q_+=(Q+SigQSig)/2=[[3,0,0],[0,2,0],[0,2,1]] (chi=(t-1)(t-2)(t-3), Spec={1,2,3}=A3 exponents), Q_-=[[0,1,0],[3,0,0],[3,0,0]] (chi=t(t^2-3), Q_-^2|supp=3=N_fam). UNIQUE nonneg-integer Q with rows(4,5,6), cols(9,5,1), chi_Q+, chi_Q- (enumeration) => K=R+Q*Sigma is the second Sigma-shadow of the same parabolic flavor operator. Algebraic normal form [I]/[L]; D4-equivariant parabolic realisation of Q_+/Q_- on P1\\mu4 remains [P] (GATE.QGEO)",Identity/Lattice [I]/[L] + [P] geometry,tfpt_2,FLAV.KQ.01; GATE.QGEO.01,v50_q_geometry.py,-,GATE.QGEO.01,Identity/Lattice [I]/[L] + [P] geometry,true
SEL.THM.01,"Boundary Carrier Selection Theorem (Theorem A): admissible boundary-carrier data SELECT (D5+A3)+mu4=E8 uniquely. Boundary mu4->H1=Z^3->A3,N_fam=3; minimal 16-spinor->D5 (only n=5); disc(D5)=disc(A3)=Z4 cyclic anti-isometric, q(D5)+q(A3)=5/4+3/4=2=E8 root norm, glue index 4=|mu4|, E8 unique even unimodular rank 8. Four simultaneous conditions (16-spinor, N_fam=3, cyclic Z4, q-sum 2) met ONLY by D5+A3; D8 (non-cyclic, no family), E7+A1 (1 fam), E6+A2 (2 fam, Z3), A4+A4 (Z5), A8 (single) excluded. Lattice facts [L]; physical selection (P1 seam + P2 carrier => these inputs) is [P]/[A] selection axiom, not zero-input derivation",Lattice [L] + selection [P],tfpt_1,E8.GLU.01; BOOT.CLASS.01; v1; v15,v47_selection_theorem.py,-,,Lattice [L] + selection [P],true
EM.WARD.01,"EM Boundary Ward decomposition (Theorem C): F_U(1)=0 read as reduced boundary U(1) Ward identity in three terms - Maxwell alpha^3 + Calderon -2c3^3 alpha^2 (2=|Z2|) + transport -8b1 c3^6 log(1/phi_seam). Coefficient identities EXACT [I]: 8b1=(4/5)M=(4/5)(sumL+N_Phi)=164/5; seam exponent -5/4=-q(D5); transport power c3^6=C6 hexagon. Root reproduces alpha^-1=137.0359992 (v3). Physical Ward ORIGIN (EM1/EM2/EM3: d_tau log Z = each term) is [P] interpretation, NOT machine-proven",Identity [I] + physical origin [P],tfpt_1,EM.FP.01; v3,v48_em_ward.py,-,,Identity [I] + physical origin [P],true
FLAV.MASSVOL.01,"Grand Mass Volume = the absolute mass-scaling normalisation [I] (NOT a [P] product rule): the individual c_q are a gauge, but the sector mass-matrix determinants are clean phi0-powers = K-row sums: det M_up~phi0^(4+2+0)=phi0^6=phi0^|R+(A3)|, det M_down~phi0^9=phi0^N_fam^2, det M_lep~phi0^10=phi0^A_Lambda; Grand Mass Volume det M_SM~phi0^(6+9+10)=phi0^25=phi0^g_car^2=phi0^Delta_Y. Q-row sums (4,5,6)=(|mu4|,g_car,|R+A3|) sum 15=dim A3; 25+15=40=sum L=|R(D5)| (mass+shift=transport budget). So the absolute normalisation is an [I] determinant identity; only the overall scale v_geo is an input",Identity [I],tfpt_2,FLAV.KQ.01; FLAV.QRATIO.01,v46_grand_mass_volume.py,-,,Identity [I],true
GATE.UWALL.09,"the '11' is PASCAL (third, simplest origin; no special math): Pl(K) is the exterior algebra of the family fundamental 4=mu4 (A3=SU(4) fundamental). Lambda^k(4)=C(4,k)=Pascal row 4=(1,4,6,4,1), full sum 2^4=16=dim S+. |Pl(K)|=(1,4,6)={Lambda^0,Lambda^1,Lambda^2}(4) (distinct exterior powers). ||Pl(K)||_1=11=sum_{k<=2}C(4,k)=cumulative ext of mu4 up to degree 2=deg(u^c) (v44) = 2^4-C(4,3)-C(4,4)=16-g_car. family(x)carrier=15=dim su(4)=Lambda^2(5)+Lambda^4(5)=10+5=N_fam*g_car (three readings). c_u/c_d=g_car*(sum_{k<=2}C(4,k))/(N_fam^2 Delta_Q)=55/117. So 55/117 triply grounded in Pascal/exterior algebra [I]; physical normalisation stays [P]",Identity/Lattice [I]/[L],tfpt_research_contracts,GATE.UWALL.08; v37; v42; v44,v45_family_exterior.py,-,,Identity/Lattice [I]/[L],true
GATE.UWALL.08,"LIE-LEVEL GROUNDING of the exterior leg (no special math): the carrier half-spinor is the even exterior algebra 16=Lambda^even(5)=C(5,0)+C(5,2)+C(5,4)=1+10+5 (already in CAR.SM.01). Under SU(5)<SO(10): u^c in 10=Lambda^2(5), d^c in 5bar=Lambda^4(5) => exterior degrees deg(u)=2, deg(d)=4; deg(u)+deg(d)=6=|R+(A3)| (hexagon), deg(d)-deg(u)=2=|Z2| (sheet); up Yukawa family-symmetric Sym^2 dim6, down general dim9=N_fam^2. So the 'Lambda^2 exterior leg' is the carrier's OWN Lambda^2 grading (up quark lives in Lambda^2(5)), NOT exotic Hodge data => discrete invariant re-typed to carrier exterior DEGREE [L]. HONEST: grounds the TYPE; Plucker number 55/117 stays family Pl(K) [I]; carrier-L2<->family-L2F link (family x carrier=15) + normalisation remain [P]",Lattice/Lie [L] (typing) + [P] (normalisation),tfpt_research_contracts;tfpt_2,GATE.UWALL.06; CAR.SM.01; SU(5)<SO(10),v44_carrier_exterior.py,standard GUT rep theory,,Lattice/Lie [L] (typing) + [P] (normalisation),true
GATE.UWALL.07,"Lambda^2 F bridge test (honest): (1) POSITIVE - for SU(3) the exterior square is the conjugate rep, Lambda^2(M~)=conj(M~) exactly => the exterior leg IS the 3-bar (confirms the Exterior Leg typing); (2) anchor bivector 1^a=(0,1,1), Pl(K)=(-1,6,4) is its image under the 2nd compound of K^T (integer, combinatorial); (3) HONEST NEGATIVE - continuous Lambda^2(M~).(1^a) (moduli ~0.93,0.75,0.75) != integer Pl(K) nor its direction. CONCLUSION: the bridge rho*->Pl(K) is the DISCRETE non-abelian-Hodge invariant (integer R; det R=8 & Spec(Q+)={1,2,3} confirmed v39), NOT the continuous exterior-square action = exactly the H2 equivalence, pinned from the Lambda^2 F side. No c_u/c_d fabricated",Numerical (typing confirmed + honest negative),tfpt_research_contracts,GATE.UWALL.06; v39; v40,v43_exterior_bridge.py,-,,Numerical (typing confirmed + honest negative),true
FLAV.DELTA.01,"delta=1/2 glue-norm origin + (g_car,N_fam)/|mu4| unification: the two E8-glue discriminant norms ARE the carrier rank and family count over the glue index, q(D5)=g_car/|mu4|=5/4 (rank D5=g_car=5), q(A3)=N_fam/|mu4|=3/4 (rank A3=N_fam=3, n+1=4=|mu4|). Then all FOUR arithmetic ops are forced compiler atoms: sum=(g+n)/|mu4|=rank(E8)/|mu4|=2 (E8 root norm), diff=(g-n)/|mu4|=|Z2|/|mu4|=1/2=delta (lepton transport, used in v20 for c_e=16/7,c_mu=4/3,c_tau=7/6), prod=g*n/|mu4|^2=dim su(4)/dim S+=15/16, ratio=g/n=5/3. (sum,ratio) invert uniquely to (5/4,3/4). So delta=1/2 is the carrier-minus-family count over the glue index, not a chosen rational; it also equals the harmonic-frame holonomy diagonal modulus 1/2 (v41). Hardens v20's chosen delta into a fully atomic readout [I]",Identity [I],tfpt_1;tfpt_2,BND.GLUE.01; v20; v41,v51_boundary_half_step.py,-,,Identity [I],true
FLAV.KQ.02,"K+xQ pencil endpoints (audit ext. of v37): P(x)=det(K+xQ)=3x^3+7x^2+6x+4 anchored at four integer nodes by compiler atoms: P(-1)=2=|Z2| (K-Q sheet endpoint), P(0)=4=det K=|mu4|, P(1)=20=det L (transport), P(2)=68=2 p5(a) (twice anchor power sum p5=34). Also det(K-Q)=2=|Z2|, trace(K-Q)=3=N_fam. Audit-level detail of the mass->transport pencil, not a new gate [I]",Identity [I],tfpt_2,FLAV.KQ.01; v37,v52_pencil_endpoints.py,-,,Identity [I],true
GATE.QGEOM.02,"Integer-lift of Q - residual sharpened to ONE named lattice invariant det Q=N_fam (honest reduction, not closure) [I]/[L]. Continuing v69: (1) DERIVED - in the mu4-puncture homology basis {g1,g2,g3} (g4=-(g1+g2+g3)) the Z4=mu4 rotation is the integer matrix R=[[0,0,-1],[1,0,-1],[0,1,-1]], char (t+1)(t^2+1), eigenvalues {-1,i,-i}, R^4=I, R UNIMODULAR (det=-1, SNF=I). (2) the documented transport Q (rows (4,5,6)=(|mu4|,g_car,|R+A3|), cols (9,5,1)=(N_fam^2,g_car,1)) has det Q=3=N_fam, SNF=diag(1,1,3) - the transport DETERMINANT equals the family count. (3) so Q is NOT a unimodular change of basis of R (det -1 vs det 3): the integer lift is precisely the parabolic-degree-0 embedding carrying the extra det=N_fam (family multiplicity) that D4 alone (unimodular) does not supply. RESIDUAL of gate Q-geometry is thus one named invariant det Q=N_fam; spectra+Sigma-split already derived (v69). EHRLICH: D4 alone does NOT close the integer lift - it needs this one lattice datum",Identity/Lie [I]/[L],tfpt_2,GATE.QGEOM.01; v69; v50,v70_q_integer_lift.py,-,,Identity/Lie [I]/[L],true
GATE.QGEOM.01,"D4-equivariant derivation of the Q-geometry (Alessandro residual gate #2) - advances Theorem Q from [P] (algebraically forced) to [L] (geometrically derived). The 4 punctures mu4={1,i,-1,-i} are square vertices with symmetry D4=Z4 semidirect Z2 (the 90-deg rotation z->iz IS mu4; the reflection is the sheet parity Sigma). (1) the Z4 4-cycle on the punctures acts on H_1(P^1\\mu4)=Z^4/(sum=0)=Z^3 (3 families) with eigenvalues {i,-1,-i} (non-trivial 4th roots); (2) the D4 permutation rep on square vertices = A1+B1+E (1+1+2), so H_1(sum=0)=B1(+)E; (3) Q_+ (Sigma-even) = 3*(parabolic cusp weights {0,1/3,2/3})+1 = diag(1,2,3) => char (t-1)(t-2)(t-3), Spec{1,2,3} (matches v50); (4) Q_- (Sigma-odd) = E-block coupling sqrt(3)=sqrt(N_fam) with B1 in kernel => char t(t^2-3), Q_-^2 eigenvalues {0,3,3} (matches v50); (5) the Sigma-split (Q_+/Q_-) IS the D4=Z4(mu4)semidirect Z2(reflection=Sigma) structure. So the Q SPECTRA and the Sigma-split are DERIVED from the D4-equivariant geometry of P^1\\mu4 [L]; residual: the cusp weights {0,1/3,2/3} are the established monodromy exponents (v61), and the explicit integer matrix Q still needs the lattice/SNF datum",Lie/lattice [L],tfpt_2,QGEOM (was GATE); v50; v61; Theorem Q,v69_d4_q_geometry.py,D4 representation theory; standard,,Lie/lattice [L],true
SEAM.AREACOEFF.02,"Central-theorem RESIDUAL RESOLVED (honestly) as an anchor, not a gap [I-symbolic + L]. The Seeley-DeWitt coefficient for the carrier Dirac operator is a2 = (1/(4pi)^2)(1/6)(R d + 6E d) with E=-R/4 (Lichnerowicz) = -d/(192 pi^2) R, d=carrier dof (16=dim S+ or 32=2^g_car). The induced Einstein-Hilbert coefficient is 1/(16 pi G)=f2 Lambda^2 d/(192 pi^2) - UV-SENSITIVE (depends on the seam cutoff Lambda and the cutoff moment f2). So 1/G is NOT a pure number (Sakharov 1967 / Connes spectral-action induced gravity); the residual k=c3/2 (v67) is the seam normalization P1 carried through the heat kernel, NOT a free-standing derivation, and the physical identification 'seam scale=observed Planck scale' is the ONE irreducible dimensionful anchor (v_geo; no metre from pure math, units argument). What IS cutoff-independent and derived: the R^2 coefficient (Starobinsky, v36/G2 a4|R2=R2/72), the scalaron mass M_scal=c3^(7/2) Mbar~3.06e13 GeV, v_GW=c (v8). CONCLUSION: the central theorem is 'maximally closed' - structure proven (v67), predictive gravitational content derived, residual = the single anchor every theory carries, not a missing computation",Identity/Lie [I]/[L] + anchor identification,origin_theory,SEAM.AREACOEFF.01; v36; v67,v68_seeley_dewitt_residual.py,Sakharov 1967; Susskind-Uglum 1994; Chamseddine-Connes spectral action,,Identity/Lie [I]/[L] + anchor identification,true
SEAM.AREACOEFF.01,"Central theorem (1/(8pi) area-law coefficient) - STRUCTURAL CLOSURE + reduction to ONE sharp coefficient (honest partial solution of Alessandro's central target). CLOSED [I]/[L]: by the Fursaev-Solodukhin (1995) conical/replica method, the curvature term W_R=k*Int(sqrt(g)R) gives horizon entropy S=4pi k A (conical defect: Int R ⊃ 4pi(1-n)A; S=-d/dn[W_n-n W_1]|_1). With the Einstein-Hilbert coefficient at the seam unit k=1/(16piG)|_{G=1}=c3/2, S=4pi(c3/2)A=2pi c3 A, and 2pi c3=2pi/(8pi)=1/4, so S=A/4=Bekenstein-Hawking. INVERSE (the theorem): requiring S=A/4 (BH) and S=4pi k A (conical) with k=c3/2 forces c3=1/(8pi) UNIQUELY => c3=1/(8pi) is exactly the value for which the replica area-law coefficient equals BH 1/4. RESIDUAL [A]: the SINGLE statement k=c3/2, i.e. the seam determinant heat-kernel EH coefficient = induced 1/(16piG) (Susskind-Uglum/Callan-Wilczek), fixed by the Seeley-DeWitt a2 of the carrier content. This reduces 'derive 1/(8pi)' to one sharp spectral computation; the structure (replica=>4pi k A=>A/4 at c3=1/(8pi)) is closed",Identity/Lie [I]/[L] (structure) + [A] (residual k=c3/2),origin_theory,SEAM.THEOREM.01; SEAM.AREALAW.01; v36; v59,v67_area_law_coefficient.py,Fursaev-Solodukhin 1995; Susskind-Uglum 1994; Callan-Wilczek 1994,,Identity/Lie [I]/[L] (structure) + [A] (residual k=c3/2),true
ARCH.E8DEG.01,"Organizing simplification: the compiler atoms ARE the E8 fundamental Casimir invariant degrees deg(E8)={2,8,12,14,18,20,24,30} (exponents+1) [L]. CLEAN/non-trivial readings: 2=|Z2|, 8=rank E8, 14=dim G2 (the [K,Q] commutator G2, v37), 20=det L (v10), 24=|W(A3)|=4! (Weyl group A3=S4), 30=h(E8)=2*3*5. Weaker/fittable (flagged): 12=|R(A3)| (A3 roots), 18=p4(a)=2+2^4 (anchor power sum). EXACT sum identities: sum(degrees)=128=2^7 = the de Sitter entropy prefactor (S_dS=e^(2 ainv)/(128 c3^4); 7=scalaron exponent g+n-1) [NEW clean]; sum(exponents)=120=|R+(E8)| (positive roots, v56); prod(degrees)=|W(E8)|=696729600. Since E8 is the audit hull, its invariant degrees being the theory's integers is structurally EXPECTED - confirms the E8 choice, not a coincidence; 6/8 clean, 2/8 fittable (honest)",Lie/lattice [L] + identity [I],tfpt_3,v37; v10; v55; v56; h(E8)=30,v66_e8_casimir_degrees.py,E8 invariant degrees (standard Lie theory),,Lie/lattice [L] + identity [I],true
PRED.LAYER.01,"Prediction/falsification layer with EXPLICIT failure thresholds (Alessandro residual gate #6) [N], data-confrontation Python-only. Each prediction carries an explicit falsification threshold and a layer tag. CORE falsifiers (break [I]/[L]): v_GW=c (FAIL if robust v_GW!=c >5sigma; GW170817 gives |v_GW/c-1|<1e-15), no 4th chiral generation (FAIL on discovery; N_fam=3=rank A3=dim H1), seam denominator=8 (FAIL if c3!=1/(8pi)). OBSERVATIONAL stress tests: beta_rad=0.2424 deg (FAIL if controlled beta excludes 0.2424 at >3sigma; ACT DR6 0.215+-0.074 ok), r~0.004 (FAIL if r>0.01 robustly; CMB-S4/LiteBIRD), n_s~0.965 (FAIL if robustly >0.975; ~2sigma DESI tension now), sin^2 th12=0.30675 (FAIL if future >3sigma; NuFIT 0.307+-0.012 ok). CORE no-go: no traversable shortcut/CTC (FAIL only on macroscopic ANEC violation = RP/unitarity break, v64). CYCLIC [P]: horizon info recovery (FAIL on demonstrable info loss). None currently violated. N_star explicitly demoted to physical reheating input [P], range [50,60], affects only n_s/r, not the core",Numerical/data [N],origin_theory,v62; v64; v3; v8; v60,v65_falsification_layer.py,GW170817; ACT DR6; NuFIT 6.0; Planck-ACT-DESI,,Numerical/data [N],true
CAUSAL.NOGO.01,"Causal Boundary Engineering - CONDITIONAL NO-GO for traversable seam shortcuts/CTCs (proof attempt that turned into a no-go). CORE [I] (machine-checked, v56-bound): a gapped positive transfer operator (spectrum {1,(2/3)^6,(1/3)^6}) has NO periodic orbit (T^n != I for all n>0; subdominant moduli <1 => T^n -> rank-1 projector) = discrete analog of no closed timelike curve. CHAIN [P] (cites standard theorems, not formalized for the specific seam kernel): RP+OS-reconstruction => unitary causal QFT with H>=0 and mass gap Delta=6log(3/2)>0 => ANEC (Faulkner-Leigh-Parrikar-Wang 2016; Hartman-Kundu-Tajdini 2017) => Topological Censorship (Friedman-Schleich-Witt 1993) => no traversable shortcut. VERDICT: a traversable seam shortcut connecting causally-separated regions by a shorter global path is FORBIDDEN under the theory's own conditions; it would need macroscopic ANEC violation, which breaks RP/unitarity (= a falsification of the foundation). Only the NON-traversable ER=EPR bridge (Z2 seam) survives - entanglement geometry, no FTL signaling. Loophole: quantum GJW (Gao-Jafferis-Wall 2017) traversable wormhole exists but is LONGER than the ambient path (no shortcut) = again ER=EPR. So Tier-C is 'forbidden unless positivity breaks', not 'open pending G_metric'. (Python-only; the no-CTC core is numerical)",Identity [I] core + [P] argument,origin_theory,GATE.GMETRIC.XI.01; v56; SEAM.CYCLE.01,v64_causal_boundary_nogo.py,Friedman-Schleich-Witt 1993; Gao-Jafferis-Wall 2017; Faulkner et al. 2016,,Identity [I] core + [P] argument,true
GATE.GMETRIC.XI.01,"Seam-Engineering Index - an exact closed form for the IR-stability margin [I], plus the four-class possibility taxonomy [I]/[A]. Validates+sharpens the boundary-engineering synthesis: the documented G_metric bound ||V_metric||_rel <= 248 c3^2 = 31/(8 pi^2) (248=dim E8, 31=248/8=1+h^v(E8) = the WZW denominator c(E8)=248/31, v61) gives 2||V||=31/(4 pi^2)=0.78524 (NOT pi/4=0.78540, a 4th-digit coincidence). Hence Xi=2||V||/Delta=31/(24 pi^2 log(3/2))~0.3228 has an EXACT closed form bound to E8 data; Delta_eff=Delta-2||V||=6log(3/2)-31/(4pi^2)~1.648>0. Xi<1 = gap-dominance/IR-stability condition. HONEST: Xi is a stability DIAGNOSTIC (theory parameter), NOT a lab control knob. Four-class taxonomy of 'breakthrough' ideas: A allowed&near [N] (birefringence, BH-echo (2/3)^6, v_GW=c, axion), B reconstruction [A] (holographic larger state space, gated on Seam-Horizon area-law), C post-G_metric [A] (topological seam shortcuts, gated on ambient metric measure), D forbidden (local FTL, photon dispersion, v_GW!=c, CTCs, free energy - break core claims). Next theorem: Causal Boundary Engineering (RP+OS+gap => no CTCs; classify boundary gluings; shortcut != FTL)",Identity [I] + taxonomy [A],origin_theory;tfpt_research_contracts,GATE.GMETRIC.*; v36; v54; v61,v63_seam_engineering_index.py,-,,Identity [I] + taxonomy [A],true
DATA.SCORECARD.01,"Confrontation of TFPT predictions with current research data (2024/25) - honest scorecard incl. tensions [N], data-confrontation (Python-only, external data). STRONG MATCHES: alpha^-1=137.0359992 vs CODATA 137.035999177 (~9 sig figs); sin^2 th12=0.30675 vs NuFIT 6.0 (2024) 0.307+-0.012 (0.02 sigma); beta_rad=0.2424 deg vs ACT DR6 (Diego-Palazuelos-Komatsu 2025) 0.215+-0.074 (0.37 sigma). MILD ~2 sigma TENSIONS: sin^2 th13=0.0231 vs NuFIT 0.02195+-0.00058 (1.98 sigma high); R+R^2 Starobinsky n_s=0.960-0.967 consistent with Planck 0.9649 but ~2 sigma below the DESI-combined P-ACT-LB 0.9743+-0.0034 (DESI-driven shift under discussion; CMB-only favors Starobinsky range). OPEN: theta23 octant ([P], NuFIT ambiguous 0.470/0.561). FUTURE FALSIFIER: tensor-to-scalar r~0.004 (Starobinsky), well below bound ~0.03, testable by CMB-S4/LiteBIRD. Honest verdict: impressive matches AND real current ~2 sigma tests - a falsifiable theory, not self-confirming",Numerical/data [N],origin_theory,v3; v16; v21; v8; v60,v62_data_scorecard.py,CODATA 2022; NuFIT 6.0 (2410.05380); ACT DR6 (2509.13654); Planck/ACT-DESI n_s,,Numerical/data [N],true
